,u,i,name,ts,label,cat,subcat,state,idx,cat_subcat
21099,596,1755,Cook Out,2669,5.32,Restaurants,QSR,North Carolina,9361,Restaurants - QSR
21100,598,1766,DoorDash,2669,25.79,Restaurants,Delivery Aggregators,Kentucky,9418,Restaurants - Delivery Aggregators
21101,469,1733,AutoZone,2669,21.17,Autos,Auto Parts & Services,Michigan,7168,Autos - Auto Parts & Services
21102,1274,1884,Taco Bell,2669,26.970000000000002,Restaurants,QSR,Michigan,19152,Restaurants - QSR
21103,635,1766,DoorDash,2669,-73.01,Restaurants,Delivery Aggregators,Pennsylvania,9968,Restaurants - Delivery Aggregators
21104,490,1907,Whole Foods Market,2669,44.93,Grocers,Supermarkets,Virginia,7633,Grocers - Supermarkets
21105,736,1812,Lidl,2669,6.33,Grocers,Discount Grocers,Virginia,11480,Grocers - Discount Grocers
21106,1481,1760,Dairy Queen,2669,3.99,Restaurants,QSR,Florida,21897,Restaurants - QSR
21107,785,1879,Sonic Drive-In,2669,21.49,Restaurants,QSR,Kentucky,12241,Restaurants - QSR
21108,674,1800,Ingles Markets,2669,4.0,Grocers,Supermarkets,Georgia,10646,Grocers - Supermarkets
21109,931,1766,DoorDash,2669,-30.0,Restaurants,Delivery Aggregators,Ohio,14118,Restaurants - Delivery Aggregators
21110,267,1833,NAPA Auto Parts,2669,21.61,Autos,Auto Parts & Services,Ohio,4209,Autos - Auto Parts & Services
21111,1318,1884,Taco Bell,2669,14.45,Restaurants,QSR,New Mexico,19834,Restaurants - QSR
21112,1167,1761,Dash Pass,2669,9.99,Restaurants,Delivery Aggregators,Virginia,17647,Restaurants - Delivery Aggregators
21113,904,1766,DoorDash,2669,19.95,Restaurants,Delivery Aggregators,Missouri,13819,Restaurants - Delivery Aggregators
21114,489,1812,Lidl,2669,12.97,Grocers,Discount Grocers,New Jersey,7465,Grocers - Discount Grocers
21115,1527,1766,DoorDash,2669,9.68,Restaurants,Delivery Aggregators,Nevada,22548,Restaurants - Delivery Aggregators
21116,1198,1727,Applebee's,2669,60.0,Restaurants,Casual Dining,Delaware,17947,Restaurants - Casual Dining
21117,756,1766,DoorDash,2669,34.75,Restaurants,Delivery Aggregators,Indiana,11780,Restaurants - Delivery Aggregators
21118,1708,1766,DoorDash,2669,54.0,Restaurants,Delivery Aggregators,Hawaii,24847,Restaurants - Delivery Aggregators
21119,771,1903,Waffle House,2669,33.8,Restaurants,Casual Dining,Kentucky,12060,Restaurants - Casual Dining
21120,1402,1894,Trader Joe's,2669,35.61,Grocers,Supermarkets,Vermont,21000,Grocers - Supermarkets
21121,403,1766,DoorDash,2669,-31.01,Restaurants,Delivery Aggregators,Maryland,6223,Restaurants - Delivery Aggregators
21122,277,1840,Papa John's,2669,32.69,Restaurants,QSR,Alabama,4358,Restaurants - QSR
21123,1321,1761,Dash Pass,2669,9.99,Restaurants,Delivery Aggregators,Ohio,19849,Restaurants - Delivery Aggregators
21124,381,1884,Taco Bell,2669,20.11,Restaurants,QSR,Ohio,5803,Restaurants - QSR
21125,1198,1766,DoorDash,2669,46.82,Restaurants,Delivery Aggregators,Delaware,17953,Restaurants - Delivery Aggregators
21126,1310,1879,Sonic Drive-In,2669,16.65,Restaurants,QSR,Texas,19761,Restaurants - QSR
21127,183,1766,DoorDash,2669,11.18,Restaurants,Delivery Aggregators,Ohio,2787,Restaurants - Delivery Aggregators
21128,622,1760,Dairy Queen,2669,19.23,Restaurants,QSR,Texas,9619,Restaurants - QSR
21129,1251,1766,DoorDash,2669,32.19,Restaurants,Delivery Aggregators,Washington,18736,Restaurants - Delivery Aggregators
21130,920,1766,DoorDash,2669,18.97,Restaurants,Delivery Aggregators,California,14015,Restaurants - Delivery Aggregators
21131,555,1837,Outback Steakhouse,2669,79.6,Restaurants,Casual Dining,Missouri,8630,Restaurants - Casual Dining
21132,122,1907,Whole Foods Market,2669,2.02,Grocers,Supermarkets,Illinois,1798,Grocers - Supermarkets
21133,1239,1912,Zips Car Wash,2669,23.95,Autos,Auto Parts & Services,Tennessee,18609,Autos - Auto Parts & Services
21134,403,1839,Panera Bread,2669,9.63,Restaurants,Fast Casual,Maryland,6236,Restaurants - Fast Casual
21135,1517,1733,AutoZone,2669,29.66,Autos,Auto Parts & Services,Michigan,22482,Autos - Auto Parts & Services
21136,266,1912,Zips Car Wash,2669,16.0,Autos,Auto Parts & Services,Virginia,4199,Autos - Auto Parts & Services
21137,647,1766,DoorDash,2670,24.07,Restaurants,Delivery Aggregators,New Mexico,10151,Restaurants - Delivery Aggregators
21138,152,1726,Another Broken Egg,2670,31.64,Restaurants,Casual Dining,Florida,2336,Restaurants - Casual Dining
21139,416,1912,Zips Car Wash,2670,20.0,Autos,Auto Parts & Services,Texas,6422,Autos - Auto Parts & Services
21140,1261,1884,Taco Bell,2670,8.96,Restaurants,QSR,Georgia,18939,Restaurants - QSR
21141,385,1884,Taco Bell,2670,13.98,Restaurants,QSR,Texas,5854,Restaurants - QSR
21142,1229,1872,ShopRite,2670,104.07,Grocers,Supermarkets,New Jersey,18454,Grocers - Supermarkets
21143,1173,1797,Home Chef,2670,63.7,Grocers,Meal Kits,Virginia,17683,Grocers - Meal Kits
21144,815,1886,Texas Roadhouse,2670,63.0,Restaurants,Casual Dining,North Dakota,12509,Restaurants - Casual Dining
21145,414,1907,Whole Foods Market,2670,28.28,Grocers,Supermarkets,California,6384,Grocers - Supermarkets
21146,270,1760,Dairy Queen,2670,9.07,Restaurants,QSR,Indiana,4222,Restaurants - QSR
21147,1002,1733,AutoZone,2670,64.89,Autos,Auto Parts & Services,Louisiana,15358,Autos - Auto Parts & Services
21148,742,1846,Pizza Hut,2670,17.05,Restaurants,QSR,New Jersey,11543,Restaurants - QSR
21149,1024,1831,Mister Car Wash,2670,29.99,Autos,Auto Parts & Services,Arizona,15664,Autos - Auto Parts & Services
21150,1591,1879,Sonic Drive-In,2670,0.97,Restaurants,QSR,Texas,23458,Restaurants - QSR
21151,1023,1879,Sonic Drive-In,2670,6.04,Restaurants,QSR,Texas,15645,Restaurants - QSR
21152,84,1724,Albertsons,2670,16.24,Grocers,Supermarkets,Montana,1109,Grocers - Supermarkets
21153,1419,1913,Zips Wash Club,2670,21.45,Autos,Auto Parts & Services,Virginia,21203,Autos - Auto Parts & Services
21154,187,1733,AutoZone,2670,6.47,Autos,Auto Parts & Services,Mississippi,2830,Autos - Auto Parts & Services
21155,1498,1783,Fox's Pizza Den,2670,16.5,Restaurants,QSR,Ohio,22001,Restaurants - QSR
21156,1476,1730,Audi Payments,2670,223.82,Autos,Auto Sales,Colorado,21855,Autos - Auto Sales
21157,511,1881,Sprouts Farmers Market,2670,43.8,Grocers,Supermarkets,Arizona,8042,Grocers - Supermarkets
21158,716,1733,AutoZone,2670,28.88,Autos,Auto Parts & Services,Indiana,11118,Autos - Auto Parts & Services
21159,4,1883,TGI Fridays,2670,104.11,Restaurants,Casual Dining,Virginia,28,Restaurants - Casual Dining
21160,1664,1733,AutoZone,2670,21.59,Autos,Auto Parts & Services,Ohio,24262,Autos - Auto Parts & Services
21161,622,1879,Sonic Drive-In,2670,2.8,Restaurants,QSR,Texas,9683,Restaurants - QSR
21162,1308,1868,Save Mart Supermarkets,2670,33.99,Grocers,Supermarkets,Pennsylvania,19677,Grocers - Supermarkets
21163,920,1766,DoorDash,2670,16.03,Restaurants,Delivery Aggregators,California,14016,Restaurants - Delivery Aggregators
21164,816,1724,Albertsons,2670,74.73,Grocers,Supermarkets,Texas,12542,Grocers - Supermarkets
21165,1370,1775,First Watch,2670,49.75,Restaurants,Casual Dining,Ohio,20557,Restaurants - Casual Dining
21166,639,1733,AutoZone,2670,23.73,Autos,Auto Parts & Services,Pennsylvania,10057,Autos - Auto Parts & Services
21167,139,1838,Panda Express,2670,11.42,Restaurants,Fast Casual,California,2169,Restaurants - Fast Casual
21168,1603,1766,DoorDash,2670,21.04,Restaurants,Delivery Aggregators,New Jersey,23623,Restaurants - Delivery Aggregators
21169,1670,1766,DoorDash,2670,11.35,Restaurants,Delivery Aggregators,New Jersey,24317,Restaurants - Delivery Aggregators
21170,990,1733,AutoZone,2670,12.51,Autos,Auto Parts & Services,Texas,15108,Autos - Auto Parts & Services
21171,397,1886,Texas Roadhouse,2670,56.6,Restaurants,Casual Dining,Arizona,6137,Restaurants - Casual Dining
21172,120,1766,DoorDash,2670,21.13,Restaurants,Delivery Aggregators,Georgia,1657,Restaurants - Delivery Aggregators
21173,757,1907,Whole Foods Market,2670,7.9,Grocers,Supermarkets,North Carolina,11872,Grocers - Supermarkets
21174,1274,1884,Taco Bell,2670,7.2,Restaurants,QSR,Michigan,19153,Restaurants - QSR
21175,1391,1797,Home Chef,2670,29.95,Grocers,Meal Kits,Massachusetts,20853,Grocers - Meal Kits
21176,1050,1766,DoorDash,2670,92.52,Restaurants,Delivery Aggregators,Maryland,16053,Restaurants - Delivery Aggregators
21177,1567,1894,Trader Joe's,2670,15.98,Grocers,Supermarkets,Virginia,23042,Grocers - Supermarkets
21178,1092,1761,Dash Pass,2670,9.99,Restaurants,Delivery Aggregators,Pennsylvania,16666,Restaurants - Delivery Aggregators
21179,1478,1733,AutoZone,2670,21.18,Autos,Auto Parts & Services,Pennsylvania,21863,Autos - Auto Parts & Services
21180,1280,1884,Taco Bell,2670,7.83,Restaurants,QSR,Illinois,19209,Restaurants - QSR
21181,1132,1766,DoorDash,2670,45.12,Restaurants,Delivery Aggregators,Pennsylvania,17188,Restaurants - Delivery Aggregators
21182,598,1766,DoorDash,2670,12.86,Restaurants,Delivery Aggregators,Kentucky,9419,Restaurants - Delivery Aggregators
21183,442,1766,DoorDash,2670,43.43,Restaurants,Delivery Aggregators,Maine,6757,Restaurants - Delivery Aggregators
21184,1135,1766,DoorDash,2670,1.07,Restaurants,Delivery Aggregators,Ohio,17242,Restaurants - Delivery Aggregators
21185,728,1907,Whole Foods Market,2670,11.41,Grocers,Supermarkets,Illinois,11362,Grocers - Supermarkets
21186,452,1794,Grocery Outlet,2670,116.35,Grocers,Discount Grocers,Pennsylvania,6988,Grocers - Discount Grocers
21187,1264,1886,Texas Roadhouse,2670,80.0,Restaurants,Casual Dining,North Carolina,18968,Restaurants - Casual Dining
21188,1265,1766,DoorDash,2670,40.43,Restaurants,Delivery Aggregators,Maryland,18977,Restaurants - Delivery Aggregators
21189,115,1760,Dairy Queen,2670,23.9,Restaurants,QSR,Indiana,1583,Restaurants - QSR
21190,181,1812,Lidl,2670,20.39,Grocers,Discount Grocers,Virginia,2754,Grocers - Discount Grocers
21191,157,1836,Olive Garden,2670,61.8,Restaurants,Casual Dining,Pennsylvania,2384,Restaurants - Casual Dining
21192,340,1884,Taco Bell,2670,12.48,Restaurants,QSR,Washington,5316,Restaurants - QSR
21193,983,1839,Panera Bread,2670,10.37,Restaurants,Fast Casual,Virginia,14966,Restaurants - Fast Casual
21194,546,1778,Food City,2670,3.6,Grocers,Supermarkets,Virginia,8490,Grocers - Supermarkets
21195,606,1727,Applebee's,2670,33.59,Restaurants,Casual Dining,Pennsylvania,9490,Restaurants - Casual Dining
21196,1513,1879,Sonic Drive-In,2670,17.6,Restaurants,QSR,South Carolina,22281,Restaurants - QSR
21197,1342,1805,Key Food,2670,62.46,Grocers,Supermarkets,New York,20086,Grocers - Supermarkets
21198,163,1872,ShopRite,2670,16.47,Grocers,Supermarkets,New Jersey,2552,Grocers - Supermarkets
21199,388,1724,Albertsons,2670,1.8,Grocers,Supermarkets,Washington,5895,Grocers - Supermarkets
21200,47,1907,Whole Foods Market,2670,39.36,Grocers,Supermarkets,Pennsylvania,612,Grocers - Supermarkets
21201,775,1733,AutoZone,2670,7.69,Autos,Auto Parts & Services,Alabama,12131,Autos - Auto Parts & Services
21202,998,1760,Dairy Queen,2670,4.24,Restaurants,QSR,Pennsylvania,15302,Restaurants - QSR
21203,599,1893,Tom Thumb-EG Group,2670,24.73,Grocers,Supermarkets,Florida,9460,Grocers - Supermarkets
21204,497,1760,Dairy Queen,2670,14.67,Restaurants,QSR,Missouri,7751,Restaurants - QSR
21205,407,1839,Panera Bread,2670,0.94,Restaurants,Fast Casual,North Carolina,6302,Restaurants - Fast Casual
21206,678,1733,AutoZone,2670,21.19,Autos,Auto Parts & Services,Michigan,10713,Autos - Auto Parts & Services
21207,1414,1766,DoorDash,2670,23.76,Restaurants,Delivery Aggregators,Colorado,21108,Restaurants - Delivery Aggregators
21208,1035,1794,Grocery Outlet,2670,112.38,Grocers,Discount Grocers,California,15803,Grocers - Discount Grocers
21209,1310,1899,Valvoline Instant Oil Change,2670,94.98,Autos,Auto Parts & Services,Texas,19767,Autos - Auto Parts & Services
21210,1210,1839,Panera Bread,2670,1.99,Restaurants,Fast Casual,Florida,18198,Restaurants - Fast Casual
21211,165,1872,ShopRite,2670,10.15,Grocers,Supermarkets,New Jersey,2569,Grocers - Supermarkets
21212,417,1884,Taco Bell,2670,8.69,Restaurants,QSR,Washington,6439,Restaurants - QSR
21213,832,1886,Texas Roadhouse,2670,118.15,Restaurants,Casual Dining,Pennsylvania,12795,Restaurants - Casual Dining
21214,1001,1907,Whole Foods Market,2670,210.43,Grocers,Supermarkets,Pennsylvania,15353,Grocers - Supermarkets
21215,1452,1884,Taco Bell,2670,5.46,Restaurants,QSR,South Carolina,21571,Restaurants - QSR
21216,984,1884,Taco Bell,2670,17.36,Restaurants,QSR,North Carolina,14973,Restaurants - QSR
21217,64,1884,Taco Bell,2670,41.26,Restaurants,QSR,Texas,798,Restaurants - QSR
21218,1208,1733,AutoZone,2670,22.23,Autos,Auto Parts & Services,Maryland,18175,Autos - Auto Parts & Services
21219,262,1831,Mister Car Wash,2670,16.0,Autos,Auto Parts & Services,Florida,4065,Autos - Auto Parts & Services
21220,490,1881,Sprouts Farmers Market,2670,4.99,Grocers,Supermarkets,Virginia,7558,Grocers - Supermarkets
21221,73,1831,Mister Car Wash,2670,29.99,Autos,Auto Parts & Services,Alabama,959,Autos - Auto Parts & Services
21222,1471,1766,DoorDash,2670,1.4,Restaurants,Delivery Aggregators,Ohio,21758,Restaurants - Delivery Aggregators
21223,395,1907,Whole Foods Market,2670,188.64,Grocers,Supermarkets,Massachusetts,6008,Grocers - Supermarkets
21224,1489,1815,Lowes Foods,2670,11.0,Grocers,Supermarkets,Oklahoma,21952,Grocers - Supermarkets
21225,967,1796,Harley-Davidson,2670,37.57,Autos,Auto Sales,Florida,14819,Autos - Auto Sales
21226,1030,1839,Panera Bread,2670,22.15,Restaurants,Fast Casual,New York,15701,Restaurants - Fast Casual
21227,1243,1766,DoorDash,2670,30.0,Restaurants,Delivery Aggregators,North Carolina,18656,Restaurants - Delivery Aggregators
21228,310,1766,DoorDash,2670,31.26,Restaurants,Delivery Aggregators,West Virginia,4832,Restaurants - Delivery Aggregators
21229,287,1766,DoorDash,2670,27.01,Restaurants,Delivery Aggregators,Pennsylvania,4480,Restaurants - Delivery Aggregators
21230,561,1881,Sprouts Farmers Market,2670,83.36,Grocers,Supermarkets,Virginia,8822,Grocers - Supermarkets
21231,1560,1839,Panera Bread,2670,11.44,Restaurants,Fast Casual,Michigan,22919,Restaurants - Fast Casual
21232,206,1879,Sonic Drive-In,2670,9.86,Restaurants,QSR,Texas,3133,Restaurants - QSR
21233,1109,1892,Tom Thumb Supermarkets,2670,28.72,Grocers,Supermarkets,Texas,16918,Grocers - Supermarkets
21234,1489,1840,Papa John's,2670,38.0,Restaurants,QSR,Oklahoma,21953,Restaurants - QSR
21235,172,1894,Trader Joe's,2670,65.34,Grocers,Supermarkets,Pennsylvania,2653,Grocers - Supermarkets
21236,1155,1760,Dairy Queen,2670,6.56,Restaurants,QSR,Ohio,17585,Restaurants - QSR
21237,550,1895,Tropical Smoothie,2670,6.35,Restaurants,QSR,Michigan,8547,Restaurants - QSR
21238,634,1733,AutoZone,2670,8.55,Autos,Auto Parts & Services,Georgia,9931,Autos - Auto Parts & Services
21239,1039,1895,Tropical Smoothie,2670,13.33,Restaurants,QSR,Maryland,15973,Restaurants - QSR
21240,648,1836,Olive Garden,2670,25.58,Restaurants,Casual Dining,Ohio,10171,Restaurants - Casual Dining
21241,832,1884,Taco Bell,2670,7.14,Restaurants,QSR,Pennsylvania,12794,Restaurants - QSR
21242,183,1766,DoorDash,2671,23.86,Restaurants,Delivery Aggregators,Ohio,2788,Restaurants - Delivery Aggregators
21243,62,1761,Dash Pass,2671,9.99,Restaurants,Delivery Aggregators,Delaware,759,Restaurants - Delivery Aggregators
21244,1210,1886,Texas Roadhouse,2671,22.0,Restaurants,Casual Dining,Florida,18209,Restaurants - Casual Dining
21245,1306,1766,DoorDash,2671,17.34,Restaurants,Delivery Aggregators,New Jersey,19628,Restaurants - Delivery Aggregators
21246,143,1895,Tropical Smoothie,2671,16.22,Restaurants,QSR,Michigan,2246,Restaurants - QSR
21247,1552,1907,Whole Foods Market,2671,30.81,Grocers,Supermarkets,Illinois,22826,Grocers - Supermarkets
21248,1219,1746,Cava Grill,2671,9.69,Restaurants,Fast Casual,Texas,18271,Restaurants - Fast Casual
21249,182,1746,Cava Grill,2671,33.57,Restaurants,Fast Casual,Virginia,2774,Restaurants - Fast Casual
21250,882,1760,Dairy Queen,2671,18.72,Restaurants,QSR,Pennsylvania,13386,Restaurants - QSR
21251,1039,1733,AutoZone,2671,19.06,Autos,Auto Parts & Services,Maryland,15933,Autos - Auto Parts & Services
21252,252,1733,AutoZone,2671,26.75,Autos,Auto Parts & Services,Pennsylvania,3984,Autos - Auto Parts & Services
21253,181,1812,Lidl,2671,57.69,Grocers,Discount Grocers,Virginia,2755,Grocers - Discount Grocers
21254,1250,1831,Mister Car Wash,2671,10.0,Autos,Auto Parts & Services,Michigan,18730,Autos - Auto Parts & Services
21255,664,1721,AAA,2671,160.01,Autos,Auto Parts & Services,Missouri,10472,Autos - Auto Parts & Services
21256,196,1749,Chili's,2671,68.81,Restaurants,Casual Dining,Alabama,2920,Restaurants - Casual Dining
21257,993,1899,Valvoline Instant Oil Change,2671,10.79,Autos,Auto Parts & Services,North Carolina,15259,Autos - Auto Parts & Services
21258,266,1839,Panera Bread,2671,7.4,Restaurants,Fast Casual,Virginia,4145,Restaurants - Fast Casual
21259,337,1744,Carquest,2671,58.58,Autos,Auto Parts & Services,Maryland,5226,Autos - Auto Parts & Services
21260,105,1917,honeygrow,2671,25.12,Restaurants,Fast Casual,Pennsylvania,1468,Restaurants - Fast Casual
21261,57,1839,Panera Bread,2671,14.74,Restaurants,Fast Casual,North Carolina,706,Restaurants - Fast Casual
21262,990,1884,Taco Bell,2671,20.51,Restaurants,QSR,Texas,15139,Restaurants - QSR
21263,1246,1879,Sonic Drive-In,2671,33.97,Restaurants,QSR,Colorado,18692,Restaurants - QSR
21264,98,1899,Valvoline Instant Oil Change,2671,12.79,Autos,Auto Parts & Services,Maryland,1380,Autos - Auto Parts & Services
21265,67,1731,Auntie Anne's,2671,5.0,Restaurants,QSR,Virginia,820,Restaurants - QSR
21266,775,1733,AutoZone,2671,9.34,Autos,Auto Parts & Services,Alabama,12132,Autos - Auto Parts & Services
21267,1343,1760,Dairy Queen,2671,13.96,Restaurants,QSR,Ohio,20121,Restaurants - QSR
21268,1408,1840,Papa John's,2671,33.12,Restaurants,QSR,Texas,21072,Restaurants - QSR
21269,1076,1839,Panera Bread,2671,11.45,Restaurants,Fast Casual,Alabama,16484,Restaurants - Fast Casual
21270,755,1846,Pizza Hut,2671,8.24,Restaurants,QSR,South Carolina,11756,Restaurants - QSR
21271,546,1884,Taco Bell,2671,9.23,Restaurants,QSR,Virginia,8504,Restaurants - QSR
21272,774,1884,Taco Bell,2671,38.22,Restaurants,QSR,Utah,12113,Restaurants - QSR
21273,1342,1805,Key Food,2671,49.3,Grocers,Supermarkets,New York,20087,Grocers - Supermarkets
21274,361,1913,Zips Wash Club,2671,19.95,Autos,Auto Parts & Services,Ohio,5551,Autos - Auto Parts & Services
21275,899,1886,Texas Roadhouse,2671,37.4,Restaurants,Casual Dining,North Carolina,13713,Restaurants - Casual Dining
21276,944,1857,Raley's,2671,34.82,Grocers,Supermarkets,California,14361,Grocers - Supermarkets
21277,365,1766,DoorDash,2671,-209.1,Restaurants,Delivery Aggregators,North Carolina,5571,Restaurants - Delivery Aggregators
21278,1321,1766,DoorDash,2671,15.9,Restaurants,Delivery Aggregators,Ohio,19853,Restaurants - Delivery Aggregators
21279,340,1838,Panda Express,2671,21.19,Restaurants,Fast Casual,Washington,5299,Restaurants - Fast Casual
21280,859,1766,DoorDash,2671,80.0,Restaurants,Delivery Aggregators,Massachusetts,13141,Restaurants - Delivery Aggregators
21281,834,1770,Eventbrite,2671,19.0,Events & Attractions,Booking Platforms,Texas,12819,Events & Attractions - Booking Platforms
21282,95,1839,Panera Bread,2671,13.11,Restaurants,Fast Casual,Virginia,1269,Restaurants - Fast Casual
21283,648,1846,Pizza Hut,2671,29.48,Restaurants,QSR,Ohio,10191,Restaurants - QSR
21284,1709,1766,DoorDash,2671,70.61,Restaurants,Delivery Aggregators,North Carolina,24864,Restaurants - Delivery Aggregators
21285,381,1884,Taco Bell,2671,5.36,Restaurants,QSR,Ohio,5804,Restaurants - QSR
21286,487,1766,DoorDash,2671,21.41,Restaurants,Delivery Aggregators,Alabama,7421,Restaurants - Delivery Aggregators
21287,1428,1907,Whole Foods Market,2671,10.26,Grocers,Supermarkets,North Carolina,21376,Grocers - Supermarkets
21288,642,1760,Dairy Queen,2671,13.81,Restaurants,QSR,Alabama,10092,Restaurants - QSR
21289,841,1766,DoorDash,2671,31.69,Restaurants,Delivery Aggregators,Indiana,12900,Restaurants - Delivery Aggregators
21290,1313,1899,Valvoline Instant Oil Change,2671,72.59,Autos,Auto Parts & Services,Pennsylvania,19785,Autos - Auto Parts & Services
21291,348,1851,Pret A Manger,2671,11.79,Restaurants,Fast Casual,New York,5410,Restaurants - Fast Casual
21292,479,1733,AutoZone,2671,13.85,Autos,Auto Parts & Services,New Jersey,7281,Autos - Auto Parts & Services
21293,598,1766,DoorDash,2671,11.77,Restaurants,Delivery Aggregators,Kentucky,9420,Restaurants - Delivery Aggregators
21294,931,1878,Smoothie King,2671,7.75,Restaurants,QSR,Ohio,14123,Restaurants - QSR
21295,778,1766,DoorDash,2671,31.8,Restaurants,Delivery Aggregators,North Carolina,12166,Restaurants - Delivery Aggregators
21296,647,1766,DoorDash,2671,33.1,Restaurants,Delivery Aggregators,New Mexico,10152,Restaurants - Delivery Aggregators
21297,635,1766,DoorDash,2671,-146.22,Restaurants,Delivery Aggregators,Pennsylvania,9969,Restaurants - Delivery Aggregators
21298,310,1766,DoorDash,2671,56.97,Restaurants,Delivery Aggregators,West Virginia,4833,Restaurants - Delivery Aggregators
21299,1283,1884,Taco Bell,2671,16.4,Restaurants,QSR,Minnesota,19256,Restaurants - QSR
21300,907,1840,Papa John's,2671,37.23,Restaurants,QSR,Florida,13870,Restaurants - QSR
21301,634,1733,AutoZone,2671,153.95,Autos,Auto Parts & Services,Georgia,9932,Autos - Auto Parts & Services
21302,1082,1846,Pizza Hut,2671,50.0,Restaurants,QSR,New Mexico,16558,Restaurants - QSR
21303,596,1879,Sonic Drive-In,2671,10.01,Restaurants,QSR,North Carolina,9392,Restaurants - QSR
21304,159,1733,AutoZone,2671,34.92,Autos,Auto Parts & Services,Tennessee,2411,Autos - Auto Parts & Services
21305,210,1749,Chili's,2671,96.78,Restaurants,Casual Dining,Pennsylvania,3215,Restaurants - Casual Dining
21306,1377,1879,Sonic Drive-In,2671,19.53,Restaurants,QSR,South Carolina,20605,Restaurants - QSR
21307,1310,1733,AutoZone,2671,19.46,Autos,Auto Parts & Services,Texas,19730,Autos - Auto Parts & Services
21308,413,1833,NAPA Auto Parts,2671,146.99,Autos,Auto Parts & Services,New York,6354,Autos - Auto Parts & Services
21309,568,1839,Panera Bread,2671,35.25,Restaurants,Fast Casual,Florida,8978,Restaurants - Fast Casual
21310,396,1733,AutoZone,2671,27.05,Autos,Auto Parts & Services,Texas,6033,Autos - Auto Parts & Services
21311,143,1766,DoorDash,2671,14.24,Restaurants,Delivery Aggregators,Michigan,2230,Restaurants - Delivery Aggregators
21312,1474,1733,AutoZone,2671,42.79,Autos,Auto Parts & Services,Georgia,21831,Autos - Auto Parts & Services
21313,114,1766,DoorDash,2671,65.98,Restaurants,Delivery Aggregators,Pennsylvania,1572,Restaurants - Delivery Aggregators
21314,757,1907,Whole Foods Market,2671,10.44,Grocers,Supermarkets,North Carolina,11873,Grocers - Supermarkets
21315,209,1886,Texas Roadhouse,2671,68.65,Restaurants,Casual Dining,Indiana,3195,Restaurants - Casual Dining
21316,1154,1800,Ingles Markets,2671,25.42,Grocers,Supermarkets,North Carolina,17512,Grocers - Supermarkets
21317,204,1872,ShopRite,2671,31.4,Grocers,Supermarkets,New Jersey,3086,Grocers - Supermarkets
21318,572,1903,Waffle House,2671,14.07,Restaurants,Casual Dining,Kentucky,9055,Restaurants - Casual Dining
21319,959,1760,Dairy Queen,2671,5.37,Restaurants,QSR,Kentucky,14695,Restaurants - QSR
21320,431,1872,ShopRite,2671,7.96,Grocers,Supermarkets,New Jersey,6670,Grocers - Supermarkets
21321,996,1766,DoorDash,2671,18.95,Restaurants,Delivery Aggregators,North Carolina,15274,Restaurants - Delivery Aggregators
21322,606,1884,Taco Bell,2671,18.95,Restaurants,QSR,Pennsylvania,9511,Restaurants - QSR
21323,625,1901,Vons,2671,24.22,Grocers,Supermarkets,California,9760,Grocers - Supermarkets
21324,280,1812,Lidl,2671,30.29,Grocers,Discount Grocers,Virginia,4399,Grocers - Discount Grocers
21325,52,1810,Ledo Pizza,2671,47.41,Restaurants,QSR,Maryland,639,Restaurants - QSR
21326,307,1766,DoorDash,2671,51.17,Restaurants,Delivery Aggregators,Illinois,4748,Restaurants - Delivery Aggregators
21327,728,1907,Whole Foods Market,2671,29.62,Grocers,Supermarkets,Illinois,11363,Grocers - Supermarkets
21328,716,1727,Applebee's,2671,11.42,Restaurants,Casual Dining,Indiana,11116,Restaurants - Casual Dining
21329,199,1766,DoorDash,2671,24.14,Restaurants,Delivery Aggregators,Arizona,2982,Restaurants - Delivery Aggregators
21330,504,1872,ShopRite,2671,93.89,Grocers,Supermarkets,New Jersey,7882,Grocers - Supermarkets
21331,656,1761,Dash Pass,2671,9.99,Restaurants,Delivery Aggregators,Ohio,10312,Restaurants - Delivery Aggregators
21332,114,1766,DoorDash,2672,3.99,Restaurants,Delivery Aggregators,Pennsylvania,1573,Restaurants - Delivery Aggregators
21333,1185,1907,Whole Foods Market,2672,118.49,Grocers,Supermarkets,Colorado,17816,Grocers - Supermarkets
21334,606,1884,Taco Bell,2672,6.32,Restaurants,QSR,Pennsylvania,9512,Restaurants - QSR
21335,313,1894,Trader Joe's,2672,30.63,Grocers,Supermarkets,New Jersey,4904,Grocers - Supermarkets
21336,1183,1833,NAPA Auto Parts,2672,-42.39,Autos,Auto Parts & Services,Pennsylvania,17803,Autos - Auto Parts & Services
21337,772,1766,DoorDash,2672,35.29,Restaurants,Delivery Aggregators,Missouri,12076,Restaurants - Delivery Aggregators
21338,1207,1760,Dairy Queen,2672,18.46,Restaurants,QSR,Indiana,18137,Restaurants - QSR
21339,785,1766,DoorDash,2672,32.34,Restaurants,Delivery Aggregators,Kentucky,12223,Restaurants - Delivery Aggregators
21340,1179,1839,Panera Bread,2672,12.97,Restaurants,Fast Casual,Illinois,17755,Restaurants - Fast Casual
21341,324,1840,Papa John's,2672,7.57,Restaurants,QSR,New Jersey,5061,Restaurants - QSR
21342,1443,1727,Applebee's,2672,64.75,Restaurants,Casual Dining,Indiana,21457,Restaurants - Casual Dining
21343,1516,1907,Whole Foods Market,2672,318.16999999999996,Grocers,Supermarkets,California,22466,Grocers - Supermarkets
