,u,i,name,ts,label,cat,subcat,state,idx,cat_subcat
5306,581,1846,Pizza Hut,2483,15.28,Restaurants,QSR,Virginia,9161,Restaurants - QSR
5307,859,1879,Sonic Drive-In,2483,7.95,Restaurants,QSR,Massachusetts,13150,Restaurants - QSR
5308,1427,1796,Harley-Davidson,2483,350.0,Autos,Auto Sales,Texas,21350,Autos - Auto Sales
5309,742,1879,Sonic Drive-In,2483,21.64,Restaurants,QSR,New Jersey,11548,Restaurants - QSR
5310,1097,1760,Dairy Queen,2483,11.42,Restaurants,QSR,Utah,16727,Restaurants - QSR
5311,419,1733,AutoZone,2483,142.54,Autos,Auto Parts & Services,Wisconsin,6451,Autos - Auto Parts & Services
5312,1383,1884,Taco Bell,2483,8.72,Restaurants,QSR,Georgia,20701,Restaurants - QSR
5313,273,1884,Taco Bell,2483,6.62,Restaurants,QSR,South Carolina,4298,Restaurants - QSR
5314,551,1884,Taco Bell,2483,6.37,Restaurants,QSR,Wisconsin,8565,Restaurants - QSR
5315,586,1815,Lowes Foods,2483,28.15,Grocers,Supermarkets,North Carolina,9219,Grocers - Supermarkets
5316,273,1815,Lowes Foods,2483,23.24,Grocers,Supermarkets,South Carolina,4282,Grocers - Supermarkets
5317,1082,1879,Sonic Drive-In,2483,30.29,Restaurants,QSR,New Mexico,16566,Restaurants - QSR
5318,1658,1760,Dairy Queen,2484,11.61,Restaurants,QSR,New Jersey,24181,Restaurants - QSR
5319,25,1876,Smashburger,2484,21.33,Restaurants,Fast Casual,Nevada,332,Restaurants - Fast Casual
5320,983,1733,AutoZone,2484,185.49,Autos,Auto Parts & Services,Virginia,14953,Autos - Auto Parts & Services
5321,479,1872,ShopRite,2484,49.55,Grocers,Supermarkets,New Jersey,7306,Grocers - Supermarkets
5322,122,1907,Whole Foods Market,2484,74.61,Grocers,Supermarkets,Illinois,1739,Grocers - Supermarkets
5323,572,1879,Sonic Drive-In,2484,4.92,Restaurants,QSR,Kentucky,9028,Restaurants - QSR
5324,1584,1733,AutoZone,2484,17.3,Autos,Auto Parts & Services,Washington,23272,Autos - Auto Parts & Services
5325,816,1724,Albertsons,2484,22.95,Grocers,Supermarkets,Texas,12517,Grocers - Supermarkets
5326,1576,1838,Panda Express,2484,7.38,Restaurants,Fast Casual,Colorado,23162,Restaurants - Fast Casual
5327,989,1858,Randalls,2484,15.89,Grocers,Supermarkets,Texas,15067,Grocers - Supermarkets
5328,801,1884,Taco Bell,2484,17.1,Restaurants,QSR,Georgia,12383,Restaurants - QSR
5329,970,1747,Caviar,2484,50.49,Restaurants,Delivery Aggregators,California,14858,Restaurants - Delivery Aggregators
5330,1023,1831,Mister Car Wash,2484,29.99,Autos,Auto Parts & Services,Texas,15625,Autos - Auto Parts & Services
5331,586,1815,Lowes Foods,2484,31.43,Grocers,Supermarkets,North Carolina,9220,Grocers - Supermarkets
5332,1691,1727,Applebee's,2484,35.0,Restaurants,Casual Dining,Indiana,24518,Restaurants - Casual Dining
5333,1691,1831,Mister Car Wash,2484,15.0,Autos,Auto Parts & Services,Indiana,24525,Autos - Auto Parts & Services
5334,718,1846,Pizza Hut,2484,26.6,Restaurants,QSR,Pennsylvania,11159,Restaurants - QSR
5335,409,1907,Whole Foods Market,2484,21.66,Grocers,Supermarkets,Texas,6331,Grocers - Supermarkets
5336,1516,1907,Whole Foods Market,2484,44.95,Grocers,Supermarkets,California,22396,Grocers - Supermarkets
5337,300,1836,Olive Garden,2484,88.81,Restaurants,Casual Dining,Arizona,4656,Restaurants - Casual Dining
5338,152,1913,Zips Wash Club,2484,20.0,Autos,Auto Parts & Services,Florida,2364,Autos - Auto Parts & Services
5339,7,1733,AutoZone,2484,43.35,Autos,Auto Parts & Services,Utah,90,Autos - Auto Parts & Services
5340,634,1733,AutoZone,2484,46.82,Autos,Auto Parts & Services,Georgia,9918,Autos - Auto Parts & Services
5341,1518,1721,AAA,2484,149.0,Autos,Auto Parts & Services,Pennsylvania,22489,Autos - Auto Parts & Services
5342,397,1821,Main Event,2484,42.5,Events & Attractions,Indoor Entertainment Centers,Arizona,6122,Events & Attractions - Indoor Entertainment Centers
5343,1190,1872,ShopRite,2484,10.19,Grocers,Supermarkets,New Jersey,17859,Grocers - Supermarkets
5344,1525,1733,AutoZone,2484,150.26,Autos,Auto Parts & Services,Pennsylvania,22530,Autos - Auto Parts & Services
5345,64,1843,Pei Wei,2484,13.17,Restaurants,Casual Dining,Texas,789,Restaurants - Casual Dining
5346,664,1798,Hooters,2484,24.47,Restaurants,Casual Dining,Missouri,10486,Restaurants - Casual Dining
5347,659,1838,Panda Express,2484,7.87,Restaurants,Fast Casual,Virginia,10380,Restaurants - Fast Casual
5348,389,1879,Sonic Drive-In,2484,1.39,Restaurants,QSR,Hawaii,5921,Restaurants - QSR
5349,389,1884,Taco Bell,2484,3.2,Restaurants,QSR,Hawaii,5923,Restaurants - QSR
5350,1199,1800,Ingles Markets,2484,12.75,Grocers,Supermarkets,New Hampshire,17968,Grocers - Supermarkets
5351,1575,1733,AutoZone,2484,219.73,Autos,Auto Parts & Services,California,23133,Autos - Auto Parts & Services
5352,380,1884,Taco Bell,2484,6.67,Restaurants,QSR,Wisconsin,5751,Restaurants - QSR
5353,161,1840,Papa John's,2484,72.07,Restaurants,QSR,Maryland,2516,Restaurants - QSR
5354,1573,1879,Sonic Drive-In,2484,26.93,Restaurants,QSR,South Carolina,23119,Restaurants - QSR
5355,1288,1884,Taco Bell,2484,12.95,Restaurants,QSR,Colorado,19365,Restaurants - QSR
5356,599,1846,Pizza Hut,2484,20.77,Restaurants,QSR,Florida,9436,Restaurants - QSR
5357,1283,1839,Panera Bread,2484,19.54,Restaurants,Fast Casual,Minnesota,19250,Restaurants - Fast Casual
5358,1033,1846,Pizza Hut,2484,22.17,Restaurants,QSR,Arizona,15744,Restaurants - QSR
5359,81,1879,Sonic Drive-In,2484,9.19,Restaurants,QSR,Texas,1053,Restaurants - QSR
5360,1035,1894,Trader Joe's,2484,30.7,Grocers,Supermarkets,California,15834,Grocers - Supermarkets
5361,181,1907,Whole Foods Market,2484,91.93,Grocers,Supermarkets,Virginia,2769,Grocers - Supermarkets
5362,1515,1762,Denny's,2484,12.98,Restaurants,Casual Dining,Kentucky,22306,Restaurants - Casual Dining
5363,767,1872,ShopRite,2484,45.27,Grocers,Supermarkets,New Jersey,11990,Grocers - Supermarkets
5364,1253,1884,Taco Bell,2484,31.42,Restaurants,QSR,Oregon,18775,Restaurants - QSR
5365,1054,1800,Ingles Markets,2484,67.77,Grocers,Supermarkets,Georgia,16178,Grocers - Supermarkets
5366,761,1839,Panera Bread,2484,33.43,Restaurants,Fast Casual,Pennsylvania,11930,Restaurants - Fast Casual
5367,17,1727,Applebee's,2484,28.05,Restaurants,Casual Dining,Iowa,202,Restaurants - Casual Dining
5368,623,1760,Dairy Queen,2484,5.5,Restaurants,QSR,Colorado,9702,Restaurants - QSR
5369,746,1886,Texas Roadhouse,2484,23.15,Restaurants,Casual Dining,Ohio,11571,Restaurants - Casual Dining
5370,628,1729,Au Bon Pain,2484,6.8,Restaurants,QSR,Delaware,9798,Restaurants - QSR
5371,1081,1839,Panera Bread,2484,24.23,Restaurants,Fast Casual,Ohio,16543,Restaurants - Fast Casual
5372,1053,1760,Dairy Queen,2484,7.98,Restaurants,QSR,Ohio,16121,Restaurants - QSR
5373,443,1798,Hooters,2484,35.74,Restaurants,Casual Dining,South Carolina,6774,Restaurants - Casual Dining
5374,914,1846,Pizza Hut,2484,29.37,Restaurants,QSR,Maryland,13929,Restaurants - QSR
5375,244,1843,Pei Wei,2484,48.7,Restaurants,Casual Dining,Virginia,3694,Restaurants - Casual Dining
5376,519,1760,Dairy Queen,2484,5.71,Restaurants,QSR,West Virginia,8180,Restaurants - QSR
5377,1623,1746,Cava Grill,2484,9.93,Restaurants,Fast Casual,Colorado,23760,Restaurants - Fast Casual
5378,42,1833,NAPA Auto Parts,2484,9.39,Autos,Auto Parts & Services,Ohio,576,Autos - Auto Parts & Services
5379,1639,1884,Taco Bell,2484,11.58,Restaurants,QSR,Colorado,23941,Restaurants - QSR
5380,34,1858,Randalls,2484,33.95,Grocers,Supermarkets,Colorado,427,Grocers - Supermarkets
5381,511,1907,Whole Foods Market,2484,43.39,Grocers,Supermarkets,Arizona,8043,Grocers - Supermarkets
5382,541,1914,Zoe's Kitchen,2484,21.97,Restaurants,Fast Casual,South Carolina,8461,Restaurants - Fast Casual
5383,496,1834,Natural Grocers,2484,6.97,Grocers,Supermarkets,Oregon,7738,Grocers - Supermarkets
5384,561,1746,Cava Grill,2484,21.86,Restaurants,Fast Casual,Virginia,8759,Restaurants - Fast Casual
5385,1437,1721,AAA,2484,60.0,Autos,Auto Parts & Services,South Carolina,21419,Autos - Auto Parts & Services
5386,859,1879,Sonic Drive-In,2484,5.02,Restaurants,QSR,Massachusetts,13151,Restaurants - QSR
5387,1419,1839,Panera Bread,2484,49.39,Restaurants,Fast Casual,Virginia,21193,Restaurants - Fast Casual
5388,45,1743,Carmike,2484,39.64,Events & Attractions,Movie Theaters,Delaware,593,Events & Attractions - Movie Theaters
5389,1358,1760,Dairy Queen,2484,11.31,Restaurants,QSR,Pennsylvania,20445,Restaurants - QSR
5390,933,1884,Taco Bell,2484,5.29,Restaurants,QSR,Illinois,14174,Restaurants - QSR
5391,944,1884,Taco Bell,2484,4.92,Restaurants,QSR,California,14396,Restaurants - QSR
5392,955,1838,Panda Express,2484,23.92,Restaurants,Fast Casual,Texas,14631,Restaurants - Fast Casual
5393,832,1733,AutoZone,2484,34.96,Autos,Auto Parts & Services,Pennsylvania,12753,Autos - Auto Parts & Services
5394,341,1884,Taco Bell,2484,10.56,Restaurants,QSR,Virginia,5329,Restaurants - QSR
5395,560,1733,AutoZone,2484,6.41,Autos,Auto Parts & Services,Indiana,8715,Autos - Auto Parts & Services
5396,932,1838,Panda Express,2484,7.69,Restaurants,Fast Casual,Illinois,14157,Restaurants - Fast Casual
5397,330,1733,AutoZone,2484,36.15,Autos,Auto Parts & Services,Connecticut,5152,Autos - Auto Parts & Services
5398,1638,1879,Sonic Drive-In,2484,1.99,Restaurants,QSR,Colorado,23916,Restaurants - QSR
5399,521,1760,Dairy Queen,2484,15.16,Restaurants,QSR,Oregon,8211,Restaurants - QSR
5400,853,1760,Dairy Queen,2484,4.53,Restaurants,QSR,Indiana,13014,Restaurants - QSR
5401,115,1884,Taco Bell,2484,5.09,Restaurants,QSR,Indiana,1587,Restaurants - QSR
5402,1594,1883,TGI Fridays,2484,53.01,Restaurants,Casual Dining,Georgia,23492,Restaurants - Casual Dining
5403,953,1777,Food 4 Less,2484,60.019999999999996,Grocers,Discount Grocers,Illinois,14499,Grocers - Discount Grocers
5404,246,1787,Fry's,2484,47.94,Grocers,Supermarkets,Georgia,3797,Grocers - Supermarkets
5405,1377,1762,Denny's,2484,18.74,Restaurants,Casual Dining,South Carolina,20592,Restaurants - Casual Dining
5406,1557,1838,Panda Express,2485,9.29,Restaurants,Fast Casual,Kentucky,22883,Restaurants - Fast Casual
5407,1102,1872,ShopRite,2485,25.63,Grocers,Supermarkets,New Jersey,16785,Grocers - Supermarkets
5408,359,1721,AAA,2485,60.0,Autos,Auto Parts & Services,Kentucky,5497,Autos - Auto Parts & Services
5409,800,1840,Papa John's,2485,20.98,Restaurants,QSR,Ohio,12369,Restaurants - QSR
5410,510,1907,Whole Foods Market,2485,44.31,Grocers,Supermarkets,Texas,7958,Grocers - Supermarkets
5411,479,1839,Panera Bread,2485,19.1,Restaurants,Fast Casual,New Jersey,7289,Restaurants - Fast Casual
5412,1568,1907,Whole Foods Market,2485,33.57,Grocers,Supermarkets,District of Columbia,23077,Grocers - Supermarkets
5413,990,1912,Zips Car Wash,2485,21.95,Autos,Auto Parts & Services,Texas,15156,Autos - Auto Parts & Services
5414,622,1879,Sonic Drive-In,2485,5.92,Restaurants,QSR,Texas,9675,Restaurants - QSR
5415,211,1821,Main Event,2485,105.01,Events & Attractions,Indoor Entertainment Centers,Arkansas,3251,Events & Attractions - Indoor Entertainment Centers
5416,697,1884,Taco Bell,2485,23.39,Restaurants,QSR,Hawaii,10964,Restaurants - QSR
5417,953,1749,Chili's,2485,21.62,Restaurants,Casual Dining,Illinois,14463,Restaurants - Casual Dining
5418,215,1733,AutoZone,2485,9.08,Autos,Auto Parts & Services,Kentucky,3276,Autos - Auto Parts & Services
5419,1516,1766,DoorDash,2485,36.92,Restaurants,Delivery Aggregators,California,22336,Restaurants - Delivery Aggregators
5420,1302,1894,Trader Joe's,2485,99.35,Grocers,Supermarkets,Maryland,19572,Grocers - Supermarkets
5421,1112,1762,Denny's,2485,48.39,Restaurants,Casual Dining,Illinois,16972,Restaurants - Casual Dining
5422,1657,1839,Panera Bread,2485,18.34,Restaurants,Fast Casual,Missouri,24162,Restaurants - Fast Casual
5423,1586,1758,D&W Fresh Market,2485,2.29,Grocers,Supermarkets,Illinois,23322,Grocers - Supermarkets
5424,1602,1884,Taco Bell,2485,8.22,Restaurants,QSR,Texas,23600,Restaurants - QSR
5425,419,1846,Pizza Hut,2485,24.09,Restaurants,QSR,Wisconsin,6480,Restaurants - QSR
5426,1386,1896,Uncle Julio's,2485,6.56,Restaurants,Casual Dining,Maryland,20736,Restaurants - Casual Dining
5427,772,1727,Applebee's,2485,15.66,Restaurants,Casual Dining,Missouri,12064,Restaurants - Casual Dining
5428,1563,1868,Save Mart Supermarkets,2485,36.7,Grocers,Supermarkets,Hawaii,22973,Grocers - Supermarkets
5429,1660,1894,Trader Joe's,2485,93.94,Grocers,Supermarkets,New Jersey,24222,Grocers - Supermarkets
5430,1064,1801,Jamba Juice,2485,4.94,Restaurants,QSR,California,16302,Restaurants - QSR
5431,772,1839,Panera Bread,2485,34.63,Restaurants,Fast Casual,Missouri,12082,Restaurants - Fast Casual
5432,1071,1731,Auntie Anne's,2485,8.25,Restaurants,QSR,Georgia,16407,Restaurants - QSR
5433,221,1884,Taco Bell,2485,6.86,Restaurants,QSR,Ohio,3367,Restaurants - QSR
5434,1377,1846,Pizza Hut,2485,27.27,Restaurants,QSR,South Carolina,20599,Restaurants - QSR
5435,911,1884,Taco Bell,2485,3.86,Restaurants,QSR,Texas,13908,Restaurants - QSR
5436,271,1879,Sonic Drive-In,2485,12.68,Restaurants,QSR,North Carolina,4249,Restaurants - QSR
5437,166,1838,Panda Express,2485,23.31,Restaurants,Fast Casual,Florida,2588,Restaurants - Fast Casual
5438,772,1884,Taco Bell,2485,17.42,Restaurants,QSR,Missouri,12093,Restaurants - QSR
5439,1588,1907,Whole Foods Market,2485,-8.12,Grocers,Supermarkets,Illinois,23396,Grocers - Supermarkets
5440,560,1884,Taco Bell,2485,10.239999999999998,Restaurants,QSR,Indiana,8744,Restaurants - QSR
5441,1501,1864,Round Table Pizza,2485,27.26,Restaurants,Fast Casual,California,22163,Restaurants - Fast Casual
5442,271,1884,Taco Bell,2485,9.67,Restaurants,QSR,North Carolina,4254,Restaurants - QSR
5443,1226,1878,Smoothie King,2485,9.18,Restaurants,QSR,Maryland,18412,Restaurants - QSR
5444,511,1787,Fry's,2485,601.12,Grocers,Supermarkets,Arizona,7989,Grocers - Supermarkets
5445,164,1733,AutoZone,2485,-57.23,Autos,Auto Parts & Services,Pennsylvania,2557,Autos - Auto Parts & Services
5446,1658,1872,ShopRite,2485,11.63,Grocers,Supermarkets,New Jersey,24207,Grocers - Supermarkets
5447,1563,1838,Panda Express,2485,27.25,Restaurants,Fast Casual,Hawaii,22950,Restaurants - Fast Casual
5448,608,1790,Goodyear Tire & Rubber,2485,219.56,Autos,Auto Parts & Services,California,9524,Autos - Auto Parts & Services
5449,1252,1733,AutoZone,2485,246.83,Autos,Auto Parts & Services,Washington,18747,Autos - Auto Parts & Services
5450,300,1838,Panda Express,2485,31.42,Restaurants,Fast Casual,Arizona,4661,Restaurants - Fast Casual
5451,514,1884,Taco Bell,2485,5.5,Restaurants,QSR,Michigan,8082,Restaurants - QSR
5452,247,1760,Dairy Queen,2485,4.18,Restaurants,QSR,Ohio,3857,Restaurants - QSR
5453,728,1907,Whole Foods Market,2485,8.56,Grocers,Supermarkets,Illinois,11228,Grocers - Supermarkets
5454,999,1907,Whole Foods Market,2485,54.46,Grocers,Supermarkets,South Carolina,15320,Grocers - Supermarkets
5455,1231,1907,Whole Foods Market,2485,14.52,Grocers,Supermarkets,Maryland,18485,Grocers - Supermarkets
5456,695,1879,Sonic Drive-In,2485,1.94,Restaurants,QSR,Texas,10925,Restaurants - QSR
5457,810,1726,Another Broken Egg,2485,19.23,Restaurants,Casual Dining,South Carolina,12442,Restaurants - Casual Dining
5458,1035,1794,Grocery Outlet,2485,17.97,Grocers,Discount Grocers,California,15786,Grocers - Discount Grocers
5459,871,1733,AutoZone,2485,17.47,Autos,Auto Parts & Services,Texas,13236,Autos - Auto Parts & Services
5460,447,1727,Applebee's,2485,31.2,Restaurants,Casual Dining,Wyoming,6900,Restaurants - Casual Dining
5461,1523,1755,Cook Out,2485,10.760000000000002,Restaurants,QSR,North Carolina,22522,Restaurants - QSR
5462,484,1731,Auntie Anne's,2485,8.98,Restaurants,QSR,South Carolina,7403,Restaurants - QSR
5463,648,1859,Rave,2485,12.0,Events & Attractions,Movie Theaters,Ohio,10193,Events & Attractions - Movie Theaters
5464,244,1839,Panera Bread,2485,3.17,Restaurants,Fast Casual,Virginia,3686,Restaurants - Fast Casual
5465,1542,1879,Sonic Drive-In,2485,6.46,Restaurants,QSR,Oklahoma,22715,Restaurants - QSR
5466,1667,1801,Jamba Juice,2485,18.27,Restaurants,QSR,Nevada,24270,Restaurants - QSR
5467,250,1755,Cook Out,2485,5.77,Restaurants,QSR,Kentucky,3968,Restaurants - QSR
5468,826,1733,AutoZone,2485,29.57,Autos,Auto Parts & Services,Ohio,12681,Autos - Auto Parts & Services
5469,1054,1760,Dairy Queen,2485,4.2,Restaurants,QSR,Georgia,16170,Restaurants - QSR
5470,139,1724,Albertsons,2485,44.7,Grocers,Supermarkets,California,2128,Grocers - Supermarkets
5471,1323,1884,Taco Bell,2485,20.49,Restaurants,QSR,Ohio,19881,Restaurants - QSR
5472,202,1787,Fry's,2485,146.12,Grocers,Supermarkets,Arizona,3037,Grocers - Supermarkets
5473,973,1765,Donatos Pizza,2485,44.9,Restaurants,QSR,Ohio,14874,Restaurants - QSR
5474,1039,1895,Tropical Smoothie,2485,11.12,Restaurants,QSR,Maryland,15971,Restaurants - QSR
5475,397,1778,Food City,2485,88.12,Grocers,Supermarkets,Arizona,6068,Grocers - Supermarkets
5476,823,1907,Whole Foods Market,2485,21.93,Grocers,Supermarkets,Pennsylvania,12659,Grocers - Supermarkets
5477,327,1884,Taco Bell,2485,7.9,Restaurants,QSR,West Virginia,5114,Restaurants - QSR
5478,543,1733,AutoZone,2485,-75.0,Autos,Auto Parts & Services,Maryland,8465,Autos - Auto Parts & Services
5479,1142,1724,Albertsons,2485,56.01,Grocers,Supermarkets,Nevada,17309,Grocers - Supermarkets
5480,1126,1884,Taco Bell,2485,14.13,Restaurants,QSR,Ohio,17123,Restaurants - QSR
5481,1642,1884,Taco Bell,2485,28.26,Restaurants,QSR,New York,23990,Restaurants - QSR
5482,1695,1885,Tacodeli,2485,13.69,Restaurants,QSR,Texas,24621,Restaurants - QSR
5483,932,1838,Panda Express,2485,8.05,Restaurants,Fast Casual,Illinois,14158,Restaurants - Fast Casual
5484,989,1858,Randalls,2485,105.36,Grocers,Supermarkets,Texas,15068,Grocers - Supermarkets
5485,543,1762,Denny's,2485,37.53,Restaurants,Casual Dining,Maryland,8468,Restaurants - Casual Dining
5486,1596,1883,TGI Fridays,2485,4.28,Restaurants,Casual Dining,Texas,23516,Restaurants - Casual Dining
5487,1695,1907,Whole Foods Market,2485,23.05,Grocers,Supermarkets,Texas,24635,Grocers - Supermarkets
5488,1538,1733,AutoZone,2485,28.88,Autos,Auto Parts & Services,Georgia,22623,Autos - Auto Parts & Services
5489,505,1852,Protein Bar,2485,11.14,Restaurants,Fast Casual,Illinois,7897,Restaurants - Fast Casual
5490,489,1721,AAA,2485,60.0,Autos,Auto Parts & Services,New Jersey,7443,Autos - Auto Parts & Services
5491,953,1777,Food 4 Less,2485,12.33,Grocers,Discount Grocers,Illinois,14500,Grocers - Discount Grocers
5492,989,1831,Mister Car Wash,2485,10.0,Autos,Auto Parts & Services,Texas,15033,Autos - Auto Parts & Services
5493,98,1733,AutoZone,2485,24.37,Autos,Auto Parts & Services,Maryland,1357,Autos - Auto Parts & Services
5494,646,1727,Applebee's,2485,9.3,Restaurants,Casual Dining,Washington,10127,Restaurants - Casual Dining
5495,1,1884,Taco Bell,2485,19.54,Restaurants,QSR,California,7,Restaurants - QSR
5496,1704,1884,Taco Bell,2486,5.65,Restaurants,QSR,Washington,24790,Restaurants - QSR
5497,656,1887,The Melting Pot,2486,100.52,Restaurants,Casual Dining,Ohio,10364,Restaurants - Casual Dining
5498,964,1884,Taco Bell,2486,7.1,Restaurants,QSR,Florida,14764,Restaurants - QSR
5499,246,1787,Fry's,2486,99.86,Grocers,Supermarkets,Georgia,3798,Grocers - Supermarkets
5500,828,1884,Taco Bell,2486,4.28,Restaurants,QSR,Colorado,12733,Restaurants - QSR
5501,756,1760,Dairy Queen,2486,5.33,Restaurants,QSR,Indiana,11773,Restaurants - QSR
5502,753,1910,Yard House,2486,25.67,Restaurants,Casual Dining,North Carolina,11738,Restaurants - Casual Dining
5503,775,1884,Taco Bell,2486,6.59,Restaurants,QSR,Alabama,12140,Restaurants - QSR
5504,129,1884,Taco Bell,2486,7.66,Restaurants,QSR,Ohio,1934,Restaurants - QSR
5505,436,1886,Texas Roadhouse,2486,76.1,Restaurants,Casual Dining,Maryland,6722,Restaurants - Casual Dining
5506,849,1733,AutoZone,2486,4.5,Autos,Auto Parts & Services,Florida,12992,Autos - Auto Parts & Services
5507,622,1878,Smoothie King,2486,6.47,Restaurants,QSR,Texas,9668,Restaurants - QSR
5508,1523,1755,Cook Out,2486,5.36,Restaurants,QSR,North Carolina,22523,Restaurants - QSR
5509,1538,1796,Harley-Davidson,2486,32.05,Autos,Auto Sales,Georgia,22636,Autos - Auto Sales
5510,1188,1731,Auntie Anne's,2486,3.99,Restaurants,QSR,Pennsylvania,17834,Restaurants - QSR
5511,1584,1724,Albertsons,2486,21.94,Grocers,Supermarkets,Washington,23265,Grocers - Supermarkets
5512,1,1884,Taco Bell,2486,21.28,Restaurants,QSR,California,8,Restaurants - QSR
5513,652,1839,Panera Bread,2486,5.89,Restaurants,Fast Casual,Arizona,10253,Restaurants - Fast Casual
5514,327,1884,Taco Bell,2486,7.88,Restaurants,QSR,West Virginia,5115,Restaurants - QSR
5515,1067,1755,Cook Out,2486,5.82,Restaurants,QSR,Texas,16364,Restaurants - QSR
5516,564,1879,Sonic Drive-In,2486,10.09,Restaurants,QSR,Washington,8920,Restaurants - QSR
5517,450,1839,Panera Bread,2486,12.17,Restaurants,Fast Casual,Indiana,6970,Restaurants - Fast Casual
5518,666,1760,Dairy Queen,2486,9.19,Restaurants,QSR,Texas,10530,Restaurants - QSR
5519,109,1839,Panera Bread,2486,14.11,Restaurants,Fast Casual,West Virginia,1506,Restaurants - Fast Casual
5520,25,1766,DoorDash,2486,70.68,Restaurants,Delivery Aggregators,Nevada,314,Restaurants - Delivery Aggregators
5521,515,1840,Papa John's,2486,24.15,Restaurants,QSR,Florida,8105,Restaurants - QSR
5522,1324,1884,Taco Bell,2486,13.76,Restaurants,QSR,Indiana,19890,Restaurants - QSR
5523,398,1884,Taco Bell,2486,3.49,Restaurants,QSR,Georgia,6147,Restaurants - QSR
5524,953,1777,Food 4 Less,2486,9.0,Grocers,Discount Grocers,Illinois,14501,Grocers - Discount Grocers
5525,716,1760,Dairy Queen,2486,11.4,Restaurants,QSR,Indiana,11124,Restaurants - QSR
5526,300,1787,Fry's,2486,7.63,Grocers,Supermarkets,Arizona,4636,Grocers - Supermarkets
5527,211,1859,Rave,2486,22.34,Events & Attractions,Movie Theaters,Arkansas,3254,Events & Attractions - Movie Theaters
5528,815,1834,Natural Grocers,2486,6.49,Grocers,Supermarkets,North Dakota,12491,Grocers - Supermarkets
5529,989,1831,Mister Car Wash,2486,19.99,Autos,Auto Parts & Services,Texas,15034,Autos - Auto Parts & Services
5530,885,1884,Taco Bell,2486,11.86,Restaurants,QSR,Louisiana,13419,Restaurants - QSR
5531,7,1801,Jamba Juice,2486,13.32,Restaurants,QSR,Utah,100,Restaurants - QSR
5532,1306,1872,ShopRite,2486,14.77,Grocers,Supermarkets,New Jersey,19653,Grocers - Supermarkets
5533,990,1733,AutoZone,2486,17.8,Autos,Auto Parts & Services,Texas,15092,Autos - Auto Parts & Services
5534,1577,1867,San Diego Zoo,2486,187.0,Events & Attractions,Theme Parks,Mississippi,23174,Events & Attractions - Theme Parks
5535,282,1839,Panera Bread,2486,4.61,Restaurants,Fast Casual,Indiana,4414,Restaurants - Fast Casual
5536,622,1798,Hooters,2486,56.45,Restaurants,Casual Dining,Texas,9633,Restaurants - Casual Dining
5537,1516,1907,Whole Foods Market,2486,124.27,Grocers,Supermarkets,California,22397,Grocers - Supermarkets
5538,134,1907,Whole Foods Market,2486,4.02,Grocers,Supermarkets,Virginia,2045,Grocers - Supermarkets
5539,1102,1872,ShopRite,2486,129.11,Grocers,Supermarkets,New Jersey,16786,Grocers - Supermarkets
5540,917,1801,Jamba Juice,2486,4.89,Restaurants,QSR,Illinois,13972,Restaurants - QSR
5541,720,1760,Dairy Queen,2486,5.47,Restaurants,QSR,Virginia,11167,Restaurants - QSR
5542,724,1894,Trader Joe's,2486,5.99,Grocers,Supermarkets,Pennsylvania,11192,Grocers - Supermarkets
5543,855,1907,Whole Foods Market,2486,10.6,Grocers,Supermarkets,Michigan,13036,Grocers - Supermarkets
5544,728,1907,Whole Foods Market,2486,8.86,Grocers,Supermarkets,Illinois,11229,Grocers - Supermarkets
5545,1267,1844,Pep Boys,2486,49.75,Autos,Auto Parts & Services,Kentucky,19022,Autos - Auto Parts & Services
5546,1462,1733,AutoZone,2486,-43.3,Autos,Auto Parts & Services,Texas,21635,Autos - Auto Parts & Services
5547,1097,1903,Waffle House,2486,13.24,Restaurants,Casual Dining,Utah,16754,Restaurants - Casual Dining
5548,413,1894,Trader Joe's,2486,61.04,Grocers,Supermarkets,New York,6361,Grocers - Supermarkets
5549,1563,1777,Food 4 Less,2486,9.31,Grocers,Discount Grocers,Hawaii,22934,Grocers - Discount Grocers
5550,675,1872,ShopRite,2486,39.27,Grocers,Supermarkets,Pennsylvania,10682,Grocers - Supermarkets
5551,856,1815,Lowes Foods,2486,22.4,Grocers,Supermarkets,North Carolina,13107,Grocers - Supermarkets
5552,1201,1831,Mister Car Wash,2486,29.99,Autos,Auto Parts & Services,Georgia,17999,Autos - Auto Parts & Services
5553,340,1824,Marie Callender's,2486,21.23,Restaurants,Casual Dining,Washington,5270,Restaurants - Casual Dining
5554,275,1907,Whole Foods Market,2486,18.53,Grocers,Supermarkets,Florida,4328,Grocers - Supermarkets
5555,932,1884,Taco Bell,2486,7.74,Restaurants,QSR,Illinois,14161,Restaurants - QSR
5556,955,1733,AutoZone,2486,4.97,Autos,Auto Parts & Services,Texas,14595,Autos - Auto Parts & Services
5557,335,1884,Taco Bell,2486,3.45,Restaurants,QSR,Texas,5217,Restaurants - QSR
5558,446,1879,Sonic Drive-In,2487,7.1,Restaurants,QSR,North Carolina,6891,Restaurants - QSR
5559,443,1800,Ingles Markets,2487,2.69,Grocers,Supermarkets,South Carolina,6778,Grocers - Supermarkets
5560,853,1840,Papa John's,2487,34.48,Restaurants,QSR,Indiana,13018,Restaurants - QSR
